track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts, streams ,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%
deja vu,Olivia Rodrigo,1,2021,4,1,7545,4," $1,256,880,657.00 ",117,39,141,0,46,181,A,Major,44,22,60,61,0,42,9
Peaches (feat. Daniel Caesar & Giveon),"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0," $1,445,941,661.00 ",231,52,612,6,,90,,Major,63,49,68,38,0,42,18
Ghost,Justin Bieber,1,2021,3,19,5866,24," $1,167,330,737.00 ",107,38,95,0,,154,D,Major,61,41,74,21,0,40,6
I WANNA BE YOUR SLAVE,Mï¿½ï¿½ne,1,2021,3,19,4873,0," $851,070,493.00 ",65,88,434,3,13,133,C#,Major,75,96,61,0,0,18,4
Bones,Imagine Dragons,1,2021,3,11,4198,44," $838,079,900.00 ",98,108,327,17,153,114,F,Minor,77,65,72,2,0,7,5
Leave The Door Open,"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,3,5,14417,0," $1,115,880,852.00 ",237,123,569,0,10,148,F,Major,59,72,62,18,0,9,3
Quï¿½ï¿½ Mï¿½ï¿,"J Balvin, Maria Becerra",2,2021,1,28,8087,0," $720,825,549.00 ",92,34,131,0,0,102,G#,Major,89,77,82,3,0,17,11
Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,"Riton, Nightcrawlers, Mufasa & Hypeman, Dopamine",4,2021,1,15,12043,0," $863,756,573.00 ",209,54,710,0,18,123,D,Major,82,80,86,1,0,30,13
drivers license,Olivia Rodrigo,1,2021,1,8,12685,3," $1,858,144,199.00 ",185,61,485,0,,144,A#,Major,59,21,43,76,0,10,7
Sky,Playboi Carti,1,2020,12,25,3297,3," $506,778,838.00 ",25,3,52,0,1,140,D,Major,79,56,91,26,0,13,21
Good Days,SZA,1,2020,12,24,10426,2," $826,623,384.00 ",133,109,182,1,10,121,C#,Minor,46,53,78,23,0,72,6
Caile,Luar La L,1,2020,12,18,1494,2," $273,914,335.00 ",17,12,15,0,0,122,,Major,70,46,76,30,0,9,45
I Really Want to Stay at Your House,"Rosa Walton, Hallie Coggins",2,2020,12,18,668,1," $140,430,339.00 ",0,0,31,0,,125,D#,Minor,49,13,74,0,0,9,4
Angels Like You,Miley Cyrus,1,2020,11,27,3372,19," $570,515,054.00 ",65,48,138,1,102,122,F,Major,67,49,64,10,0,10,3
Todo De Ti,Rauw Alejandro,1,2020,11,2,11975,8," $1,168,642,797.00 ",188,75,268,6,16,128,D#,Minor,81,57,63,40,1,10,4
Dakiti,"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21," $1,763,363,713.00 ",189,166,525,9,25,110,E,Minor,73,14,57,40,0,11,5
positions,Ariana Grande,1,2020,10,23,8207,0," $1,252,563,873.00 ",175,55,95,0,2,144,,Major,73,66,80,44,0,9,12
Demasiadas Mujeres,C. Tangana,1,2020,10,8,2226,0," $339,473,453.00 ",36,2,11,0,14,126,A,Minor,67,37,46,13,0,10,39
Mon Amour - Remix,"Aitana, zzoilo",2,2020,9,21,3221,2," $578,207,856.00 ",67,13,139,0,40,116,D,Major,75,36,76,12,0,10,10
MONTERO (Call Me By Your Name),Lil Nas X,1,2020,9,18,12329,0," $1,735,441,776.00 ",275,19,738,0,,179,G#,Minor,61,76,51,30,0,38,15
Bad Habits,Ed Sheeran,1,2020,9,3,12755,8," $1,555,511,105.00 ",344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3
Dynamite,BTS,1,2020,8,21,8528,5," $1,692,897,992.00 ",239,163,583,0,,114,F#,Minor,75,74,77,1,0,9,10
Mood (feat. Iann Dior),"24kgoldn, Iann Dior",2,2020,7,24,12854,0," $1,699,402,402.00 ",237,27,636,0,,91,G,Minor,70,76,72,22,0,27,4
cardigan,Taylor Swift,1,2020,7,24,7923,29," $812,019,557.00 ",106,112,142,4,215,130,,Minor,61,53,58,55,0,27,4
august,Taylor Swift,1,2020,7,24,7324,22," $607,123,776.00 ",25,81,61,1,44,90,F,Major,51,42,61,53,0,9,3
Excuses,"Intense, AP Dhillon, Gurinder Gill",3,2020,7,24,272,4," $327,498,031.00 ",7,21,2,0,0,95,F,Minor,84,49,72,8,0,15,8
Life Goes On,Oliver Tree,1,2020,7,17,2868,0," $501,541,661.00 ",43,15,116,0,,80,,Major,70,57,49,19,0,12,8
Heat Waves,Glass Animals,1,2020,6,28,22543,63," $2,557,975,762.00 ",386,144,707,28,,81,B,Major,76,53,53,44,0,9,9
Still With You,Jung Kook,1,2020,6,5,31,39," $38,411,956.00 ",2,107,8,0,0,88,C#,Minor,53,34,47,9,0,83,4
ýýýýýýýýýýýýýýýýýýýýý,Fujii Kaze,1,2020,5,20,685,14," $403,097,450.00 ",24,94,9,0,23,158,F#,Minor,60,52,76,17,0,19,5
you broke me first,Tate McRae,1,2020,4,17,6638,0," $1,180,094,974.00 ",167,19,318,0,1,124,E,Major,64,8,37,79,0,9,5
Levitating (feat. DaBaby),"Dua Lipa, DaBaby",2,2020,3,27,15894,8," $1,802,514,301.00 ",198,13,544,0,60,103,F#,Minor,70,92,83,1,0,7,6
Levitating,Dua Lipa,1,2020,3,27,9833,0," $797,196,073.00 ",233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8
Save Your Tears,The Weeknd,1,2020,3,20,12688,13," $1,591,223,784.00 ",197,115,112,0,200,118,,Major,68,61,82,2,0,50,3
Heather,Conan Gray,1,2020,3,20,6170,7," $1,301,799,902.00 ",82,1,231,0,2,92,F,Major,47,25,43,62,0,32,3
Save Your Tears (with Ariana Grande) (Remix),"Ariana Grande, The Weeknd",2,2020,3,20,9161,5," $1,221,813,483.00 ",240,98,468,3,10,118,,Major,65,63,79,3,0,10,3
Meet Me At Our Spot,"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0," $530,511,203.00 ",47,14,90,0,1,95,D,Major,77,40,47,2,0,9,3
La Santa,"Daddy Yankee, Bad Bunny",2,2020,2,29,4890,20," $759,208,783.00 ",52,42,100,0,0,93,C#,Major,74,59,87,3,0,8,5
A Tu Merced,Bad Bunny,1,2020,2,29,4214,11," $685,071,800.00 ",21,20,40,0,0,92,,Major,86,89,79,17,0,11,6
La Zona,Bad Bunny,1,2020,2,29,1188,0," $312,622,938.00 ",13,1,15,0,1,94,C#,Minor,76,81,80,20,0,25,4
HEARTBREAK ANNIVERSARY,Giveon,1,2020,2,21,5398,4," $951,637,566.00 ",111,127,210,0,37,129,,Major,61,59,46,56,0,13,5
After Hours,The Weeknd,1,2020,2,19,8084,6," $698,086,140.00 ",45,115,218,1,221,109,F,Minor,66,16,57,10,1,12,3
Shut up My Moms Calling,Hotel Ugly,1,2020,2,10,1788,14," $405,136,812.00 ",1,50,19,0,19,139,A,Minor,48,37,41,32,0,10,10
Contection,"GODZZ__-, Zakaria",2,2020,1,16,6955,0," $1,180,896,317.00 ",65,45,398,0,1,166,A#,Minor,81,83,75,14,0,29,34
MIDDLE OF THE NIGHT,Elley Duhï¿,1,2020,1,10,4057,8," $872,137,015.00 ",78,21,240,1,52,186,E,Minor,41,9,61,2,0,12,5
The Business,Tiï¿½ï¿,1,2020,1,1,14311,0," $1,062,345,656.00 ",255,32,582,0,14,120,G#,Minor,80,24,62,41,2,11,23
Falling,Harry Styles,1,2019,12,13,7556,0," $1,023,187,129.00 ",124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3
Golden,Harry Styles,1,2019,12,13,8429,1," $807,015,863.00 ",85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6
Adore You,Harry Styles,1,2019,12,6,13454,1," $1,439,191,367.00 ",246,71,519,2,5,99,G#,Major,68,57,77,2,0,10,5
Blinding Lights,The Weeknd,1,2019,11,29,43899,69," $3,703,895,074.00 ",672,199,3421,20,,171,C#,Major,50,38,80,0,0,9,7
Watermelon Sugar,Harry Styles,1,2019,11,17,21915,34," $2,322,580,122.00 ",437,115,1212,12,,95,,Major,55,56,82,12,0,34,5
Streets,Doja Cat,1,2019,11,7,5728,0," $865,640,097.00 ",85,87,179,0,12,90,B,Major,75,19,46,21,4,34,8
San Lucas,Kevin Kaarl,1,2019,11,7,407,1," $244,891,912.00 ",5,0,5,0,0,92,G,Major,58,27,36,86,0,9,3
Before You Go,Lewis Capaldi,1,2019,11,1,8327,24," $1,608,045,237.00 ",205,130,625,0,25,112,D#,Major,45,19,60,63,0,9,6
Don't Start Now,Dua Lipa,1,2019,10,31,27119,0," $2,303,033,973.00 ",532,77,1535,3,8,124,B,Minor,79,68,79,1,0,10,8
Car's Outside,James Arthur,1,2019,10,18,794,10," $265,882,712.00 ",38,25,61,0,263,150,A,Major,34,24,56,4,0,11,3
Under The Influence,Chris Brown,1,2019,10,4,3859,26," $929,964,809.00 ",133,181,3,0,,117,A,Minor,73,31,69,6,0,11,4
Still Don't Know My Name,Labrinth,1,2019,10,4,6332,0," $563,902,868.00 ",47,116,266,0,0,88,F,Major,31,31,63,47,27,21,12
Formula,Labrinth,1,2019,10,4,3444,7," $554,875,730.00 ",24,85,102,0,1,145,B,Major,57,23,66,4,6,15,4
Forever,Labrinth,1,2019,10,4,3618,0," $282,883,169.00 ",21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3
When I R.I.P.,Labrinth,1,2019,10,4,2578,0," $203,680,270.00 ",8,67,66,0,0,80,G#,Minor,39,45,55,73,0,9,21
Memories,Maroon 5,1,2019,9,20,9974,2," $1,759,567,999.00 ",272,67,1066,1,19,91,B,Major,77,60,32,84,0,8,5
Mary On A Cross,Ghost,1,2019,9,13,2668,2," $387,080,183.00 ",38,266,78,0,141,130,B,Major,47,56,90,0,0,10,4
Circles,Post Malone,1,2019,8,30,19664,16," $2,132,335,812.00 ",391,73,633,3,37,120,,Major,70,59,75,24,0,9,4
Love Nwantiti - Remix,"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0," $540,539,717.00 ",42,2,57,0,,120,G#,Major,58,44,60,44,9,5,6
Cruel Summer,Taylor Swift,1,2019,8,23,7858,100," $800,840,817.00 ",116,207,125,12,548,170,A,Major,55,58,72,11,0,11,15
All Of The Girls You Loved Before,Taylor Swift,1,2019,8,23,1282,6," $185,240,616.00 ",26,6,19,0,5,96,D,Major,72,40,47,71,0,13,4
All For Us - from the HBO Original Series Euphoria,"Labrinth, Zendaya",2,2019,8,4,5342,0," $426,204,830.00 ",33,123,7,0,4,141,D#,Major,37,17,67,2,0,34,9
love nwantiti (ah ah ah),Ckay,1,2019,7,26,5669,2," $726,837,877.00 ",74,0,262,14,,93,F,Minor,74,53,73,61,0,13,4
LA CANCIï¿½,"J Balvin, Bad Bunny",2,2019,6,28,6398,31," $1,435,127,549.00 ",177,109,305,3,5,176,G,Major,75,43,65,15,0,11,32
Tom's Diner,"AnnenMayKantereit, Giant Rooks",2,2019,6,28,2605,0," $236,872,197.00 ",15,48,50,0,3,98,F#,Minor,68,33,43,38,0,36,14
Mount Everest,Labrinth,1,2019,6,21,5443,0," $467,727,006.00 ",45,1,80,0,12,89,,Minor,46,43,43,23,8,8,22
Seï¿½ï¿½o,"Shawn Mendes, Camila Cabello",2,2019,6,19,15010,2," $2,484,812,918.00 ",453,50,1785,1,8,117,A,Minor,76,77,52,4,0,8,3
Callaita,"Bad Bunny, Tainy",2,2019,5,31,9539,15," $1,304,313,953.00 ",162,116,355,7,0,176,D,Major,61,24,62,60,0,24,31
NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0," $461,437,791.00 ",13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11
Dance Monkey,Tones and I,1,2019,5,10,24529,0," $2,864,791,672.00 ",533,167,3595,6,,98,F#,Minor,82,54,59,69,0,18,10
Those Eyes,New West,1,2019,5,10,1507,14," $411,747,614.00 ",24,71,44,1,195,120,E,Major,60,24,35,73,0,31,3
Heart To Heart,Mac DeMarco,1,2019,5,10,1640,0," $244,658,767.00 ",27,27,29,1,1,150,G#,Minor,90,64,14,67,35,11,10
Boy With Luv (feat. Halsey),"Halsey, BTS",2,2019,4,12,4260,0," $1,065,580,332.00 ",113,92,259,0,1,120,B,Minor,65,80,86,9,0,19,10
Arcade,Duncan Laurence,1,2019,3,7,6646,0," $991,336,132.00 ",107,47,584,1,,72,A,Minor,45,27,33,82,0,14,4
Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2," $686,734,357.00 ",110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4
Astronaut In The Ocean,Masked Wolf,1,2019,1,1,7191,0," $1,138,474,110.00 ",146,18,478,0,7,150,E,Minor,78,47,70,18,0,15,9
we fell in love in october,girl in red,1,2018,11,21,6858,0," $723,043,854.00 ",31,21,15,0,4,130,G,Major,57,24,37,11,18,16,3
Someone You Loved,Lewis Capaldi,1,2018,11,8,17836,53," $2,887,241,814.00 ",440,125,1800,0,,110,C#,Major,50,45,41,75,0,11,3
Sunflower - Spider-Man: Into the Spider-Verse,"Post Malone, Swae Lee",2,2018,10,9,24094,78," $2,808,096,550.00 ",372,117,843,4,69,90,D,Major,76,91,50,54,0,7,5
Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12," $2,159,346,687.00 ",368,155,2854,6,121,96,G,Major,57,30,40,38,0,26,3
SLOW DANCING IN THE DARK,Joji,1,2018,9,12,10211,0," $1,122,364,376.00 ",38,79,65,0,1,89,D#,Major,52,28,48,54,1,19,3
Let Me Down Slowly,Alec Benjamin,1,2018,5,25,5897,19," $1,374,581,173.00 ",0,0,885,0,0,150,C#,Minor,65,51,55,73,0,14,3
Call Out My Name,The Weeknd,1,2018,3,29,11087,6," $1,449,799,467.00 ",151,107,801,1,105,134,C#,Major,45,17,60,21,0,33,4
I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15," $705,469,769.00 ",30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3
Hope,XXXTENTACION,1,2018,3,16,3659,0," $1,200,808,494.00 ",11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6
Softcore,The Neighbourhood,1,2018,3,9,3947,12," $599,770,206.00 ",33,102,93,0,30,94,D,Major,57,36,58,5,0,15,3
Beggin,Mï¿½ï¿½ne,1,2017,12,8,8559,0," $1,367,810,478.00 ",183,64,964,9,75,134,B,Minor,71,59,80,13,0,36,5
Cold Heart - PNAU Remix,"Dua Lipa, Elton John, Pnau",3,2017,11,10,21097,52," $1,605,224,506.00 ",384,135,1034,37,312,116,C#,Major,80,92,80,4,0,10,3
Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0," $284,216,603.00 ",165,10,177,4,73,126,,Major,67,49,77,11,0,19,11
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0," $135,723,538.00 ",72,90,141,0,0,114,,Major,59,60,94,24,0,10,4
Donï¿½ï¿½ï¿½t Bl,Taylor Swift,1,2017,11,8,4875,23," $685,032,533.00 ",19,45,0,0,10,136,A,Minor,62,19,53,11,0,6,4
Good Looking,Suki Waterhouse,1,2017,10,20,2264,0," $184,706,613.00 ",11,6,25,0,1,150,E,Major,37,27,56,8,0,13,3
Swim,Chase Atlantic,1,2017,10,4,2742,0," $498,960,285.00 ",5,1,62,0,0,120,G#,Major,67,8,54,27,0,8,4
Revenge,XXXTENTACION,1,2017,8,25,3600,11," $1,022,258,230.00 ",7,0,203,0,2,140,B,Minor,75,18,25,78,0,11,26
lovely - Bonus Track,"Billie Eilish, Khalid",2,2017,8,11,15032,30," $2,355,719,893.00 ",221,96,1078,2,136,115,E,Minor,35,12,30,93,0,10,3
See You Again,"Tyler, The Creator, Kali Uchis",3,2017,7,21,13387,64," $1,047,101,291.00 ",77,58,247,1,311,79,F#,Major,56,58,56,37,0,11,10
Infinity,Jaymes Young,1,2017,6,23,4375,0," $888,046,992.00 ",24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4
Lucid Dreams,Juice WRLD,1,2017,6,15,14749,0," $2,288,695,111.00 ",188,34,710,0,5,84,B,Minor,44,22,48,38,0,33,24
One Kiss (with Dua Lipa),"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10," $1,897,517,891.00 ",537,122,2726,6,,124,A,Minor,79,59,86,4,0,8,11
Dandelions,Ruth B.,1,2017,4,28,3423,21," $1,116,995,633.00 ",41,100,59,1,32,117,C#,Major,61,45,69,2,0,9,3
HUMBLE.,Kendrick Lamar,1,2017,3,30,33206,1," $1,929,770,265.00 ",284,114,1481,0,5,150,C#,Minor,91,42,60,0,0,9,12
Bored,Billie Eilish,1,2017,3,30,4204,0," $777,765,388.00 ",39,45,250,0,0,120,G,Major,60,11,33,90,0,8,5
Apocalypse,Cigarettes After Sex,1,2017,3,21,13091,17," $841,749,534.00 ",61,96,790,2,116,94,F,Major,37,17,47,2,46,11,3
Something Just Like This,"The Chainsmokers, Coldplay",2,2017,2,22,23375,21," $2,204,080,728.00 ",336,188,2692,3,30,103,B,Minor,61,47,65,3,0,17,4
Dark Red,Steve Lacy,1,2017,2,20,10431,7," $920,045,682.00 ",71,53,181,0,10,172,F#,Major,60,77,78,45,0,12,6
Believer,Imagine Dragons,1,2017,1,31,18986,23," $2,594,040,133.00 ",250,121,2969,10,31,125,A#,Minor,77,74,78,4,0,23,11
Shape of You,Ed Sheeran,1,2017,1,6,32181,10," $3,562,543,890.00 ",33,0,6808,7,0,96,C#,Minor,83,93,65,58,0,9,8
Perfect,Ed Sheeran,1,2017,1,1,16596,13," $2,559,529,074.00 ",7,0,2094,0,0,95,G#,Major,60,17,45,16,0,11,2
Snowman,Sia,1,2017,1,1,5140,0," $690,104,769.00 ",85,110,500,0,,105,C#,Major,72,33,51,48,0,9,3
Reminder,The Weeknd,1,2016,11,25,6518,17," $684,675,814.00 ",45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22
Die For You,The Weeknd,1,2016,11,24,2483,59," $1,647,990,401.00 ",68,21,24,0,259,134,C#,Minor,59,51,52,9,0,15,7
Stargirl Interlude,"The Weeknd, Lana Del Rey",2,2016,11,24,1275,32," $611,700,552.00 ",13,8,5,0,1,90,F,Minor,59,52,48,38,5,10,11
No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0," $956,865,266.00 ",92,127,1219,0,62,102,G,Major,74,45,89,5,0,26,13
Me and Your Mama,Childish Gambino,1,2016,11,10,8775,0," $445,590,495.00 ",33,60,107,1,0,118,F,Major,56,25,45,1,3,7,3
"Sex, Drugs, Etc.",Beach Weather,1,2016,11,4,3006,16," $480,507,035.00 ",47,60,87,12,124,144,E,Minor,57,47,84,1,1,52,4
"Hey, Mickey!",Baby Tate,1,2016,9,27,482,0," $122,763,672.00 ",9,1,12,4,3,135,D,Major,92,73,51,55,0,15,6
There's Nothing Holdin' Me Back,Shawn Mendes,1,2016,9,23,12382,0," $1,714,490,998.00 ",229,57,1370,2,71,122,D,Major,86,97,80,36,0,9,6
Starboy,"The Weeknd, Daft Punk",2,2016,9,21,29536,79," $2,565,529,693.00 ",281,137,2445,1,140,186,G,Major,68,49,59,16,0,13,28
Say You Won't Let Go,James Arthur,1,2016,9,9,15722,16," $2,420,461,338.00 ",231,37,1509,0,13,99,A#,Major,40,45,56,69,0,9,5
Pink + White,Frank Ocean,1,2016,8,20,21574,30," $806,397,070.00 ",112,68,266,1,39,160,A,Major,54,54,55,67,0,42,11
Notion,The Rare Occasions,1,2016,8,5,2393,0," $421,135,627.00 ",22,13,65,0,6,160,A,Major,31,30,88,7,0,8,8
Selfish,PnB Rock,1,2016,6,23,2468,0," $380,319,238.00 ",15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4
Closer,"The Chainsmokers, Halsey",2,2016,5,31,28032,0," $2,591,224,264.00 ",315,159,2179,0,44,95,G#,Major,75,64,52,41,0,11,3
Pope Is a Rockstar,SALES,1,2016,4,20,1966,0," $156,658,366.00 ",4,2,50,0,0,90,E,Minor,73,31,45,85,24,11,3
One Dance,"Drake, WizKid, Kyla",3,2016,4,4,43257,24," $2,713,922,350.00 ",433,107,3631,0,26,104,C#,Major,77,36,63,1,0,36,5
Unstoppable,Sia,1,2016,1,21,7681,13," $939,844,851.00 ",119,66,1145,2,,174,A,Major,47,27,78,11,0,10,8
House Of Memories,Panic! At The Disco,1,2016,1,15,2948,0," $582,863,434.00 ",10,2,150,0,0,110,B,Minor,51,48,82,0,0,5,3
Love Yourself,Justin Bieber,1,2015,11,9,22730,5," $2,123,309,722.00 ",289,87,2430,0,36,100,E,Major,61,53,38,84,0,28,44
Daddy Issues,The Neighbourhood,1,2015,10,30,9771,4," $1,127,468,248.00 ",42,70,384,0,3,85,A#,Major,59,33,52,7,15,12,3
Alien Blues,Vundabar,1,2015,7,24,1930,0," $370,068,639.00 ",3,0,28,0,1,82,D#,Major,47,44,76,8,91,9,3
Makeba,Jain,1,2015,6,22,6060,53," $165,484,133.00 ",150,148,2703,22,1451,116,D,Major,82,40,66,39,51,25,7
The Hills,The Weeknd,1,2015,5,27,25744,4," $1,947,371,785.00 ",122,94,1992,0,18,136,,Minor,36,12,57,9,0,14,8
Freaks,Surf Curse,1,2015,5,10,3006,3," $824,420,218.00 ",23,21,121,0,13,180,A,Major,35,41,94,0,63,5,5
Atlantis,Seafret,1,2015,4,22,3045,6," $571,386,359.00 ",43,53,134,1,32,166,G#,Minor,40,23,48,5,0,12,3
The Night We Met,Lord Huron,1,2015,2,2,18515,35," $1,410,088,830.00 ",70,82,939,1,162,174,D,Major,45,10,37,97,25,64,4
Wait a Minute!,Willow,1,2015,1,11,11985,0," $924,193,303.00 ",79,80,250,3,10,101,D#,Minor,76,63,71,3,0,10,3
Space Song,Beach House,1,2015,1,1,17852,4," $789,753,877.00 ",69,76,335,0,,147,,Minor,51,62,79,22,13,14,3
Cool for the Summer,Demi Lovato,1,2015,1,1,9243,0," $677,389,855.00 ",155,5,577,0,6,114,F,Minor,59,30,62,1,0,8,4
No Role Modelz,J. Cole,1,2014,12,9,21164,36," $1,791,000,570.00 ",80,65,476,0,14,100,A#,Minor,70,47,52,30,0,6,33
I Love You So,The Walters,1,2014,11,28,7536,7," $972,164,968.00 ",44,19,135,0,6,76,A#,Major,58,46,67,65,0,13,4
Night Changes,One Direction,1,2014,11,17,7124,18," $1,131,090,940.00 ",60,20,2,0,,120,G#,Major,67,40,52,86,0,12,4
After Dark,Mr.Kitty,1,2014,8,8,1776,14," $646,886,885.00 ",1,9,3,0,0,140,G#,Major,58,4,60,7,41,8,3
Photograph,Ed Sheeran,1,2014,6,20,18778,3," $2,236,667,932.00 ",228,105,2453,0,84,108,E,Major,61,20,38,61,0,10,5
Lovers Rock,TV Girl,1,2014,6,5,6339,13," $466,231,982.00 ",3,1,36,1,37,105,F,Minor,56,57,87,0,1,10,4
Thinking Out Loud,Ed Sheeran,1,2014,1,1,33032,0," $2,280,566,092.00 ",363,129,3895,0,28,79,D,Major,78,58,45,47,0,18,3
I'm Not The Only One,Sam Smith,1,2014,1,1,17492,3," $1,606,986,953.00 ",136,24,1959,0,30,82,F,Major,68,50,49,56,0,8,4
The Nights,Avicii,1,2014,1,1,17354,8," $1,456,081,449.00 ",92,122,1282,0,55,126,F#,Major,53,66,85,2,0,24,4
Blank Space,Taylor Swift,1,2014,1,1,11434,53," $1,355,959,075.00 ",154,123,410,2,81,96,F,Major,75,57,68,9,0,13,6
Shake It Off,Taylor Swift,1,2014,1,1,21335,13," $1,113,838,873.00 ",328,70,1378,9,20,160,G,Major,65,95,80,5,0,41,16
Style,Taylor Swift,1,2014,1,1,7830,42," $786,181,836.00 ",94,111,151,4,82,95,D,Major,60,48,79,0,0,12,4
Only Love Can Hurt Like This,Paloma Faith,1,2014,1,1,5148,0," $588,955,257.00 ",90,22,365,0,114,91,G#,Major,57,30,89,10,0,33,8
Santa Tell Me,Ariana Grande,1,2013,12,13,9408,0," $834,129,063.00 ",231,106,439,0,,133,G,Major,46,53,63,5,0,30,18
Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0," $485,285,717.00 ",144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5
Take Me To Church,Hozier,1,2013,9,13,23804,31," $2,135,158,446.00 ",187,99,4623,1,0,129,E,Minor,57,41,66,63,0,12,5
Ginseng Strip 2002,Yung Lean,1,2013,8,16,4310,0," $240,769,997.00 ",13,0,113,1,3,115,C#,Major,60,37,71,8,0,48,4
All of Me,John Legend,1,2013,8,1,27221,0," $2,086,124,197.00 ",308,118,4534,2,77,120,G#,Major,42,33,26,92,0,13,3
Thinking with My Dick,"Kevin Gates, Juicy J",2,2013,7,16,1550,0," $109,091,573.00 ",0,0,14,0,0,81,,Major,77,68,70,6,0,17,20
Counting Stars,OneRepublic,1,2013,1,1,29215,43," $2,011,464,183.00 ",179,97,3394,11,153,122,C#,Minor,66,48,71,6,0,12,4
Wake Me Up - Radio Edit,Avicii,1,2013,1,1,50887,34," $1,970,673,297.00 ",315,160,6284,1,46,124,D,Major,53,66,78,0,0,16,5
Do I Wanna Know?,Arctic Monkeys,1,2013,1,1,33783,26," $1,788,326,445.00 ",133,92,2733,1,26,85,F,Major,55,42,53,17,0,22,3
I Wanna Be Yours,Arctic Monkeys,1,2013,1,1,12859,110," $1,297,026,226.00 ",24,98,582,2,73,135,,Minor,48,44,42,12,2,11,3
Why'd You Only Call Me When You're High?,Arctic Monkeys,1,2013,1,1,23389,29," $1,267,333,350.00 ",54,70,1089,2,1,92,D,Major,70,81,63,4,0,8,4
Get Lucky - Radio Edit,"Pharrell Williams, Nile Rodgers, Daft Punk",3,2013,1,1,52898,0," $933,815,613.00 ",203,1,8215,0,0,116,F#,Minor,79,87,81,4,0,10,4
Bound 2,Kanye West,1,2013,1,1,19806,7," $703,301,727.00 ",33,11,274,0,0,149,C#,Major,37,28,66,14,0,9,5
When I Was Your Man,Bruno Mars,1,2012,12,5,2420,11," $1,661,187,319.00 ",0,0,806,0,0,145,,Major,60,43,27,94,0,14,4
Locked Out Of Heaven,Bruno Mars,1,2012,12,5,1622,9," $1,481,349,984.00 ",0,0,356,0,0,144,F,Major,73,87,70,6,0,28,5
Another Love,Tom Odell,1,2012,10,15,18371,83," $1,813,673,666.00 ",250,122,3394,19,,123,E,Minor,45,13,54,70,0,9,4
MONTAGEM - FR PUNK,"Ayparia, unxbected",2,2012,6,20,641,50," $58,054,811.00 ",1,52,8,0,1170,129,A,Major,63,84,82,70,8,9,7
Sweater Weather,The Neighbourhood,1,2012,5,14,16413,61," $2,282,771,485.00 ",166,87,1056,1,,124,A#,Major,61,41,81,5,2,10,3
Demons,Imagine Dragons,1,2012,1,1,26694,13," $1,840,364,617.00 ",65,82,3425,4,13,180,D#,Major,33,38,71,20,0,28,5
Payphone,"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4," $1,479,264,469.00 ",56,38,1891,1,,110,E,Major,74,51,74,2,0,29,4
Money Trees,"Kendrick Lamar, Jay Rock",2,2012,1,1,26792,32," $1,093,605,526.00 ",69,113,695,0,458,144,E,Minor,74,37,53,7,0,21,10
Lover,Taylor Swift,1,2012,1,1,8448,23," $882,831,184.00 ",160,110,163,0,5,206,G,Major,43,50,55,50,0,15,10
Lost,Frank Ocean,1,2012,1,1,29499,11," $822,239,726.00 ",124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22
It's Beginning To Look A Lot Like Christmas,Michael Bublï¿,1,2011,10,14,12353,0," $807,561,936.00 ",35,0,549,0,0,93,E,Major,35,38,23,91,0,29,3
Holly Jolly Christmas,Michael Bublï¿,1,2011,10,14,7655,0," $476,244,795.00 ",5,0,291,0,0,151,G,Major,65,70,47,87,0,9,4
